Id,Label,Source,Target,Type,Weight,edge_weight_raw,edge_visual_weight,edge_confidence_rank,edge_visual_opacity,edge_type,original_edge_type,is_ambiguous_assignment,is_ambiguous_association,raw_account_count,fractional_account_count,shared_video_count,shared_video_context_count,verified_direct_interaction_count,temporal_mass_comment_count,temporal_pair_count,hcc_account_count,hcc_comment_count
E000205,Observed: HCC_52 -> MASS_HCC_52_Observed_Community_Mass_Temporal_Association_Positive,HCC_52,MASS_HCC_52_Observed_Community_Mass_Temporal_Association_Positive,Directed,5.0,5.0,1.791759469228055,2,0.65,Observed,Observed Community-Mass Temporal Association,False,False,5,5.0,5,5.0,0,5,5,0.0,0.0
E000206,Ambiguous: HCC_53 -> MASS_HCC_53_Ambiguous_Community_Mass_Association_Negative,HCC_53,MASS_HCC_53_Ambiguous_Community_Mass_Association_Negative,Directed,46.35003607503607,46.35003607503607,3.857567581512179,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,221,46.35003607503607,237,237.0,0,0,0,0.0,0.0
E000207,Ambiguous: HCC_53 -> MASS_HCC_53_Ambiguous_Community_Mass_Association_Neutral,HCC_53,MASS_HCC_53_Ambiguous_Community_Mass_Association_Neutral,Directed,275.032090932803,275.032090932803,5.620517130453806,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,1238,275.032090932803,1296,1296.0,0,0,0,0.0,0.0
E000208,Ambiguous: HCC_53 -> MASS_HCC_53_Ambiguous_Community_Mass_Association_No_text,HCC_53,MASS_HCC_53_Ambiguous_Community_Mass_Association_No_text,Directed,14.433333333333334,14.433333333333334,2.7365296724240786,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,60,14.433333333333334,60,60.0,0,0,0,0.0,0.0
E000209,Ambiguous: HCC_53 -> MASS_HCC_53_Ambiguous_Community_Mass_Association_Positive,HCC_53,MASS_HCC_53_Ambiguous_Community_Mass_Association_Positive,Directed,20.91626984126984,20.91626984126984,3.0872292761240905,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,92,20.91626984126984,94,94.0,0,0,0,0.0,0.0
E000210,Observed: HCC_53 -> MASS_HCC_53_Observed_Community_Mass_Temporal_Association_Negative,HCC_53,MASS_HCC_53_Observed_Community_Mass_Temporal_Association_Negative,Directed,6.0,6.0,1.9459101490553132,2,0.65,Observed,Observed Community-Mass Temporal Association,False,False,6,6.0,7,7.0,0,6,6,0.0,0.0
E000211,Observed: HCC_53 -> MASS_HCC_53_Observed_Community_Mass_Temporal_Association_Neutral,HCC_53,MASS_HCC_53_Observed_Community_Mass_Temporal_Association_Neutral,Directed,52.0,52.0,3.970291913552122,2,0.65,Observed,Observed Community-Mass Temporal Association,False,False,52,52.0,54,54.0,0,55,55,0.0,0.0
E000212,Observed: HCC_53 -> MASS_HCC_53_Observed_Community_Mass_Temporal_Association_No_text,HCC_53,MASS_HCC_53_Observed_Community_Mass_Temporal_Association_No_text,Directed,1.0,1.0,0.6931471805599453,2,0.65,Observed,Observed Community-Mass Temporal Association,False,False,1,1.0,1,1.0,0,1,1,0.0,0.0
E000213,Observed: HCC_53 -> MASS_HCC_53_Observed_Community_Mass_Temporal_Association_Positive,HCC_53,MASS_HCC_53_Observed_Community_Mass_Temporal_Association_Positive,Directed,5.0,5.0,1.791759469228055,2,0.65,Observed,Observed Community-Mass Temporal Association,False,False,5,5.0,5,5.0,0,5,5,0.0,0.0
E000214,Ambiguous: HCC_58 -> MASS_HCC_58_Ambiguous_Community_Mass_Association_Negative,HCC_58,MASS_HCC_58_Ambiguous_Community_Mass_Association_Negative,Directed,27.42222222222222,27.42222222222222,3.347171311808523,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,107,27.42222222222222,109,109.0,0,0,0,0.0,0.0
