username_norm,username,mass_network_position,shared_hcc_video_count,n_hcc_accounts_shared_video,direct_reply_with_hcc_count,mass_replies_to_hcc_count,hcc_replies_to_mass_count,temporal_after_hcc_count,associated_hcc_count,mass_exposure_score,min_minutes_after_hcc,median_minutes_after_hcc,associated_hcc_ids,primary_associated_hcc,association_basis,mass_exposure_level,associated_hcc_brand_context
meliag093,meliag093,Outside LCN,1,23,0,0,0,0,5,1,,,2;20;49;63;114,2,Shared video context,Shared-Video Exposure,Maryame
meliamelia13,meliamelia13,Outside LCN,1,22,0,0,0,5,5,11,23.583333333333332,24.133333333333333,16;52;63;103;181,52,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
meliana.anggraini1,meliana.anggraini1,Outside LCN,1,8,0,0,0,0,2,1,,,18;63,18,Shared video context,Shared-Video Exposure,The Originote
meliana.mz,meliana.mz,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
melianaaa21,melianaaa21,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
melianaaminoto93,melianaaminoto93,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
melianasantika,melianasantika,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
meliani0602,meliani0602,Outside LCN,2,31,0,0,0,0,8,2,,,1;45;48;54;87;90;134;150,1,Shared video context,Shared-Video Exposure,Daviena
meliautari2,meliautari2,Outside LCN,1,18,0,0,0,4,5,9,29.4,45.81666666666666,14;34;75;134;150,14,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
melicha032,melicha032,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
melin_febriola,melin_febriola,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
melinarajabii,melinarajabii,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
melinda.12305,melinda.12305,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
melinda_hesty,melinda_hesty,Outside LCN,1,12,0,0,0,0,3,1,,,45;74;206,45,Shared video context,Shared-Video Exposure,Maryame
melindasyahputri21,melindasyahputri21,Outside LCN,1,21,0,0,0,0,4,1,,,45;48;113;150,45,Shared video context,Shared-Video Exposure,Maryame
melindawidyawati9,melindawidyawati9,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
melisa.lisa663,melisa.lisa663,Outside LCN,1,8,0,0,0,0,2,1,,,18;63,18,Shared video context,Shared-Video Exposure,The Originote
melisa1990_,melisa1990_,Outside LCN,2,33,0,0,0,2,8,6,46.15,47.55,1;14;15;34;75;134;150;182,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
melisaaac_,melisaaac_,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
melitriul,melitriul,Outside LCN,1,15,0,0,0,0,4,1,,,60;63;103;168,60,Shared video context,Shared-Video Exposure,Daviena
melkuy64,melkuy64,Outside LCN,1,19,0,0,0,0,4,1,,,17;52;132;205,17,Shared video context,Shared-Video Exposure,Maryame
mell12_fa,mell12_fa,Outside LCN,1,15,0,0,0,0,4,1,,,50;54;63;103,50,Shared video context,Shared-Video Exposure,Maryame
mell4.aaa,mell4.aaa,Outside LCN,1,18,0,0,0,2,5,5,1.4166666666666667,2.816666666666667,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
mell_mellyy1,mell_mellyy1,Outside LCN,1,25,0,0,0,0,5,1,,,48;54;63;180;182,48,Shared video context,Shared-Video Exposure,The Originote
mella074,mella074,Outside LCN,1,18,0,0,0,2,5,5,39.95,41.35,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
mellaaa0_0,mellaaa0_0,Outside LCN,1,28,0,0,0,0,5,1,,,5;34;99;117;150,5,Shared video context,Shared-Video Exposure,The Originote
mellaanggi,mellaanggi,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
mellanewan,mellanewan,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mellia_135,mellia_135,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mellinda_1305,mellinda_1305,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mellinda_sr,mellinda_sr,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mellisahsjskalsbbs,mellisahsjskalsbbs,Outside LCN,2,30,0,0,0,0,6,2,,,2;18;20;49;63;114,63,Shared video context,Shared-Video Exposure,Maryame
melllyyrsnti,melllyyrsnti,Outside LCN,1,18,0,0,0,1,5,3,56.916666666666664,56.916666666666664,14;34;75;134;150,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
mellsftri4,mellsftri4,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mellsyaa08,mellsyaa08,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
melly11211,melly11211,Outside LCN,1,8,0,0,0,0,2,1,,,18;63,18,Shared video context,Shared-Video Exposure,The Originote
melly5782,melly5782,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
melly94836,melly94836,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
melly_chintia,melly_chintia,Outside LCN,1,18,0,0,0,4,5,9,31.0,47.416666666666664,14;34;75;134;150,14,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
mellyanggraini33,mellyanggraini33,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mellyarifina,mellyarifina,Outside LCN,1,18,0,0,0,3,5,7,11.316666666666666,11.783333333333333,14;34;75;134;150,14,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
mellyfahrul699,mellyfahrul699,Outside LCN,1,9,0,0,0,0,3,1,,,17;34;206,17,Shared video context,Shared-Video Exposure,Maryame
mellyhamzah2,mellyhamzah2,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mellyigebdhjsid,mellyigebdhjsid,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mellymell988,mellymell988,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
mellynm_73,mellynm_73,Outside LCN,1,23,0,0,0,0,5,1,,,2;20;49;63;114,2,Shared video context,Shared-Video Exposure,Maryame
mellysari_17,mellysari_17,Outside LCN,1,11,0,0,0,0,3,1,,,20;63;114,20,Shared video context,Shared-Video Exposure,Daviena
mellyssa_sa,mellyssa_sa,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
melodisenja41,melodisenja41,Outside LCN,1,8,0,0,0,0,2,1,,,18;63,18,Shared video context,Shared-Video Exposure,The Originote
melody20145,melody20145,Outside LCN,1,8,0,0,0,0,2,1,,,18;63,18,Shared video context,Shared-Video Exposure,The Originote
melodycinta190,melodycinta190,Outside LCN,1,12,0,0,0,0,3,1,,,45;74;206,45,Shared video context,Shared-Video Exposure,Maryame
melodymelody469,melodymelody469,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
melodyofsoul24,melodyofsoul24,Outside LCN,1,29,0,0,0,0,5,1,,,17;18;54;87;180,17,Shared video context,Shared-Video Exposure,Maryame
melodyvilyy,melodyvilyy,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
melon_labu,melon_labu,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
melonacaaa_,melonacaaa_,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
melonanasv,melonanasv,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
melonk773,melonk773,Outside LCN,1,13,0,0,0,0,2,1,,,5;205,5,Shared video context,Shared-Video Exposure,The Originote
melovejeykey,melovejeykey,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
melpa07rajagukguk,melpa07rajagukguk,Outside LCN,1,15,0,0,0,0,3,1,,,42;52;103,42,Shared video context,Shared-Video Exposure,Daviena
melsandiasura7,melsandiasura7,Outside LCN,1,18,0,0,0,1,5,3,7.3,7.3,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
melsheice,melsheice,Outside LCN,1,11,0,0,0,0,3,1,,,20;63;114,20,Shared video context,Shared-Video Exposure,Daviena
melsmoy16,melsmoy16,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
melup.me,melup.me,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
melvasimatupang79,melvasimatupang79,Outside LCN,1,25,0,0,0,0,4,1,,,17;54;132;180,17,Shared video context,Shared-Video Exposure,Maryame
melviaaaa_,melviaaaa_,Outside LCN,1,22,0,0,0,0,5,1,,,16;52;63;103;181,16,Shared video context,Shared-Video Exposure,Daviena
melviano.alzio.ra,melviano.alzio.ra,Outside LCN,1,23,0,0,0,0,5,1,,,2;20;49;63;114,2,Shared video context,Shared-Video Exposure,Maryame
melvinahusyanti96,melvinahusyanti96,Outside LCN,3,36,0,0,0,26,9,55,0.06666666666666667,16.391666666666666,50;52;54;60;63;75;87;103;168,87,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
melvirafardanti,melvirafardanti,Outside LCN,1,8,0,0,0,1,3,3,39.63333333333333,39.63333333333333,14;20;34,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
mely.trisnawati,mely.trisnawati,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
mely_2406,mely_2406,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
melyaaa233,melyaaa233,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
melyaja80,melyaja80,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
melyanamely87,melyanamely87,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
melyhardiyanti93,melyhardiyanti93,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
melyveramaureta_,melyveramaureta_,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
melyya.p,melyya.p,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
melyzulfiah,melyzulfiah,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
memaariaa,memaariaa,Outside LCN,2,31,0,0,0,0,8,2,,,16;17;34;52;63;103;181;206,16,Shared video context,Shared-Video Exposure,Daviena
meme.shinta,meme.shinta,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
meme171909,meme171909,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
memeagatha,memeagatha,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
memei4614,memei4614,Outside LCN,1,18,0,0,0,1,5,3,21.583333333333332,21.583333333333332,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
memeii1690,memeii1690,Outside LCN,1,13,0,0,0,0,4,1,,,45;48;54;134,45,Shared video context,Shared-Video Exposure,Maryame
memeshiphit,memeshiphit,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
memey_261193,memey_261193,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
memey_spt89,memey_spt89,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
memeyann6,memeyann6,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
memeyhela,memeyhela,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
memeymuanies,memeymuanies,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
memories15,memories15,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
memotivasimu,memotivasimu,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mencobaputih,mencobaputih,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
menggg28.04.23,menggg28.04.23,Outside LCN,1,8,0,0,0,0,2,1,,,18;63,18,Shared video context,Shared-Video Exposure,The Originote
mengh4ii,mengh4ii,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
menikdiya,menikdiya,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
menjadimanusiiaa,menjadimanusiiaa,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
menjemput_rejeki77,menjemput_rejeki77,Outside LCN,1,18,0,0,0,1,5,3,53.4,53.4,14;34;75;134;150,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
mentari_158,mentari_158,Outside LCN,1,7,0,0,0,1,2,3,9.166666666666666,9.166666666666666,54;87,54,Temporal association after HCC comment,Temporal-Context Exposure,Azarine
mentaribulan12,mentaribulan12,Outside LCN,1,22,0,0,0,0,5,1,,,16;52;63;103;181,16,Shared video context,Shared-Video Exposure,Daviena
mentaripagi850,mentaripagi850,Outside LCN,1,18,0,0,0,4,5,9,9.283333333333333,10.816666666666666,14;34;75;134;150,14,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
mentarisurabaya32,mentarisurabaya32,Outside LCN,1,29,0,0,0,0,5,1,,,17;18;54;87;180,17,Shared video context,Shared-Video Exposure,Maryame
mentaritari321,mentaritari321,Outside LCN,1,18,0,0,0,1,5,3,26.9,26.9,14;34;75;134;150,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
mentaya,mentaya,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mentegayolet_,mentegayolet_,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
menungu_hadirmu,menungu_hadirmu,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
meongsapi_,meongsapi_,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
meoooooww25,meoooooww25,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
mepineapple,mepineapple,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
merah3366,merah3366,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
merahahahaha,merahahahaha,Outside LCN,1,14,0,0,0,0,4,1,,,1;14;63;150,1,Shared video context,Shared-Video Exposure,Daviena
merahbiru04,merahbiru04,Outside LCN,1,22,0,0,0,0,5,1,,,16;52;63;103;181,16,Shared video context,Shared-Video Exposure,Daviena
merahjambu889,merahjambu889,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
merahjambu940,merahjambu940,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
merahmuda.__,merahmuda.__,Outside LCN,1,18,0,0,0,1,5,3,13.433333333333334,13.433333333333334,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
merghy_0987,merghy_0987,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
meri.meyi5,meri.meyi5,Outside LCN,1,18,0,0,0,4,5,9,36.96666666666667,53.38333333333333,14;34;75;134;150,14,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
meriandayani61,meriandayani61,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
merinasarma17,merinasarma17,Outside LCN,1,15,0,0,0,0,3,1,,,42;52;103,42,Shared video context,Shared-Video Exposure,Daviena
merindumu095,merindumu095,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
merisaolin,merisaolin,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
merland22,merland22,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
merlin885,merlin885,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
merllydavitha,merllydavitha,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
merloveetoernip,merloveetoernip,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
merpati4140,merpati4140,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
merpati_putih353,merpati_putih353,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
merr.stkaa,merr.stkaa,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
merryandhani5,merryandhani5,Outside LCN,1,8,0,0,0,1,3,3,0.31666666666666665,0.31666666666666665,14;20;34,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
merrykefi,merrykefi,Outside LCN,1,28,0,0,0,0,5,1,,,5;34;99;117;150,5,Shared video context,Shared-Video Exposure,The Originote
merrykristiana,merrykristiana,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
merrysantiya16,merrysantiya16,Outside LCN,1,19,0,0,0,0,4,1,,,1;17;52;113,1,Shared video context,Shared-Video Exposure,Daviena
mers_889,mers_889,Outside LCN,1,18,0,0,0,2,5,5,2.2333333333333334,3.6333333333333333,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
mershyaa,mershyaa,Outside LCN,1,18,0,0,0,2,5,5,35.75,37.15,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
merti.fauzi,merti.fauzi,Outside LCN,1,8,0,0,0,0,2,1,,,18;63,18,Shared video context,Shared-Video Exposure,The Originote
mertyagt,mertyagt,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
meryapriliani25,meryapriliani25,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
meryemanoel,meryemanoel,Outside LCN,1,21,0,0,0,0,4,1,,,45;48;113;150,45,Shared video context,Shared-Video Exposure,Maryame
merymei15,merymei15,Outside LCN,1,8,0,0,0,0,2,1,,,18;63,18,Shared video context,Shared-Video Exposure,The Originote
meryromy88,meryromy88,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mesa.septia,mesa.septia,Outside LCN,1,21,0,0,0,0,5,1,,,52;60;75;103;168,52,Shared video context,Shared-Video Exposure,Daviena
mesha2225,mesha2225,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
messi458546,messi458546,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mesya03903,mesya03903,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
meta.uke,meta.uke,Outside LCN,1,15,0,0,0,0,4,1,,,50;54;63;103,50,Shared video context,Shared-Video Exposure,Maryame
metaard530,metaard530,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
metayovania,metayovania,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
meti...11.91,meti...11.91,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
metrixningsih.3388,metrixningsih.3388,Outside LCN,1,22,0,0,0,0,4,1,,,2;17;20;50,2,Shared video context,Shared-Video Exposure,Maryame
metyfitry,metyfitry,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
meupauuu26,meupauuu26,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
meuttiaa,meuttiaa,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mevvsukaapersijaa,mevvsukaapersijaa,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
mewfitma,mewfitma,Outside LCN,1,12,0,0,0,0,4,1,,,14;20;42;63,14,Shared video context,Shared-Video Exposure,Daviena
mey.ai_,mey.ai_,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mey_decoration,mey_decoration,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
meyangelitha14,meyangelitha14,Outside LCN,1,15,0,0,0,0,3,1,,,1;15;182,1,Shared video context,Shared-Video Exposure,Daviena
meycantikss,meycantikss,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
meychamay,meychamay,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
meycin98,meycin98,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
meycomelgemini,meycomelgemini,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
meyda9903,meyda9903,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
meydon97,meydon97,Outside LCN,2,27,0,0,0,0,6,2,,,49;50;54;63;103;150,49,Shared video context,Shared-Video Exposure,Daviena
meyga870,meyga870,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
